delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost
6309.0,dhl,automobile parts,scooter,two day,south,cold,0.8316865417376491,0.390992835209826,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,delivered,4,0.782108647898459
6310.0,blue dart,electronics,van,same day,east,foggy,0.6194207836456559,0.9999999999999999,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,yes,delayed,3,0.7027880362241202
6311.0,fedex,groceries,bike,standard,west,cold,0.9931856899488929,0.8343909928352098,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,5,0.9785754975819962
6312.0,ekart,pharmacy,ev van,standard,east,hot,0.3986371379897785,0.5119754350051177,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000024,no,delivered,4,0.3801902237346111
6313.0,delhivery,furniture,scooter,standard,west,stormy,0.08654173764906303,0.4906857727737973,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000024,no,delivered,5,0.08018759532851563
6314.0,delhivery,documents,scooter,express,west,stormy,0.9192504258943781,0.5162743091095189,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000007,yes,delayed,2,0.9101848914533341
6315.0,amazon logistics,clothing,scooter,standard,west,foggy,0.5761499148211243,0.5117707267144319,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,delivered,5,0.5496508513823724
6316.0,delhivery,fragile items,ev van,two day,north,hot,0.5117546848381602,0.09089048106448311,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000016,no,delivered,4,0.44804083554167157
6317.0,amazon logistics,fragile items,scooter,express,central,rainy,0.45042589437819425,0.40307062436028657,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000004,yes,delayed,2,0.45178176005879306
6318.0,ecom express,cosmetics,van,same day,east,cold,0.18228279386712096,0.2501535312180143,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000008,no,delivered,5,0.213722335700547
6319.0,fedex,furniture,ev bike,standard,east,stormy,0.36592844974446337,0.4088024564994882,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,delivered,4,0.3391246314701403
6320.0,ekart,cosmetics,bike,standard,west,foggy,0.32265758091993185,0.29273285568065505,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,delivered,3,0.2867451822747579
6321.0,xpressbees,documents,bike,express,east,rainy,0.3550255536626916,0.9222108495394062,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000004,yes,delayed,2,0.4101956913397662
6322.0,ecom express,automobile parts,bike,same day,west,hot,0.2722316865417376,0.13961105424769701,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,delivered,5,0.2890613024975323
6323.0,blue dart,clothing,scooter,two day,central,foggy,0.5011925042589438,0.8673490276356192,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000016,no,delivered,5,0.5119878739395617
6324.0,ecom express,pharmacy,scooter,standard,east,foggy,0.7560477001703578,0.5238485158648926,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,3,0.7225596355415673
6325.0,ecom express,groceries,ev van,express,east,clear,0.9693356047700171,0.7392016376663254,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000007,no,delivered,3,0.9792586229286011
6326.0,blue dart,automobile parts,ev van,express,central,hot,0.11073253833049404,0.8589559877175025,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000002,no,delivered,3,0.17092615922467744
6327.0,delhivery,documents,truck,express,west,clear,0.8844974446337308,0.3068577277379734,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000007,no,delivered,3,0.8570377394874815
6328.0,xpressbees,pharmacy,ev van,express,west,foggy,0.3420783645655877,0.1547594677584442,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000004,yes,delayed,2,0.32466189198916473
6329.0,delhivery,clothing,bike,two day,west,hot,0.5195911413969336,0.9082906857727737,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,delivered,5,0.5334575276899979
6330.0,shadowfax,clothing,truck,two day,west,foggy,0.10902896081771721,0.2366427840327533,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,delivered,5,0.07743557607505061
6331.0,delhivery,groceries,van,express,west,clear,0.13083475298126065,0.2378710337768679,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000002,no,delivered,3,0.13090151986931878
6332.0,xpressbees,fragile items,bike,standard,west,cold,0.8218057921635435,0.4587512794268167,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,delivered,5,0.7791354261518078
6333.0,ekart,documents,truck,express,east,clear,0.5144804088586031,0.12425793244626407,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000005,yes,delayed,2,0.48635440855267725
6334.0,delhivery,cosmetics,van,two day,west,hot,0.23713798977853495,0.33756397134083926,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000016,no,delivered,4,0.20936985134932218
6335.0,delhivery,pharmacy,ev bike,two day,east,clear,0.9318568994889269,0.5371545547594677,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,delivered,5,0.8916819534938673
6336.0,blue dart,automobile parts,van,same day,central,hot,0.8698466780238501,0.865711361310133,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000008,yes,delayed,2,0.9288634902162136
6337.0,fedex,documents,van,same day,east,cold,0.37683134582623506,0.06038894575230296,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,delivered,4,0.3813743076687261
6338.0,delhivery,documents,scooter,express,north,stormy,0.1969335604770017,0.9209825997952915,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000003,yes,failed,1,0.2591404123162425
6339.0,amazon logistics,automobile parts,van,express,central,clear,0.35264054514480403,0.474718526100307,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000004,no,delivered,5,0.3652525494888531
6340.0,shadowfax,documents,bike,two day,east,clear,0.6971039182282794,0.8311156601842374,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,delivered,5,0.6955794373285191
6341.0,ekart,clothing,truck,standard,north,rainy,0.3240204429301533,0.8804503582395086,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000024,no,delivered,3,0.34408216969978656
6342.0,ecom express,fragile items,van,express,central,foggy,0.47563884156729125,0.5205731832139201,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000004,yes,delayed,2,0.4870570517663279
6343.0,shadowfax,fragile items,scooter,two day,north,cold,0.9584327086882453,0.8835209825997952,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,delivered,3,0.9500794116950537
6344.0,xpressbees,electronics,van,same day,north,clear,0.9512776831345827,0.1480040941658137,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000008,yes,delayed,2,0.9381800187527665
6345.0,blue dart,fragile items,ev van,standard,west,stormy,0.4531516183986371,0.8859774820880245,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,4,0.467897012282984
6346.0,xpressbees,pharmacy,ev bike,two day,north,hot,0.9076660988074958,0.8607983623336743,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000016,no,delivered,5,0.8994435586224341
6347.0,shadowfax,documents,ev van,standard,south,stormy,0.3839863713798978,0.5625383828045035,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000024,no,delivered,5,0.37102333217874306
6348.0,ecom express,furniture,van,express,east,hot,0.48211243611584326,0.6438075742067553,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000004,no,delivered,3,0.5049874656257831
6349.0,fedex,documents,van,two day,central,hot,0.20749574105621807,0.746775844421699,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000016,no,delivered,5,0.22008516035749442
6350.0,xpressbees,clothing,bike,standard,east,clear,0.2425894378194208,0.9999999999999999,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000024,no,delivered,4,0.27810527312912786
6351.0,dhl,clothing,ev bike,standard,central,cold,0.699488926746167,0.41637666325486183,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,delivered,4,0.6583133231823074
6352.0,delhivery,clothing,bike,two day,west,foggy,0.785008517887564,0.46182190378710336,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000016,no,delivered,5,0.7442960334749635
6353.0,blue dart,pharmacy,ev van,same day,south,foggy,0.5724020442930153,0.32998976458546564,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,delivered,3,0.5938002666400876
6354.0,amazon logistics,fragile items,ev bike,standard,east,cold,0.6432708688245315,0.18853633572159673,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,delivered,4,0.5829158027841845
6355.0,xpressbees,furniture,van,express,south,hot,0.3080068143100511,0.2734902763561924,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000003,no,delivered,4,0.30345247646600654
6356.0,dhl,electronics,truck,two day,south,clear,0.9090289608177172,0.6790174002047082,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000016,no,delivered,4,0.8834128838221083
6357.0,xpressbees,groceries,ev van,same day,east,rainy,0.6960817717206134,0.031115660184237455,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,yes,failed,2,0.6833872763805441
6358.0,delhivery,cosmetics,bike,express,central,foggy,0.8773424190800683,0.7099283520982599,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000007,yes,delayed,3,0.8886371662347144
6359.0,delhivery,fragile items,ev bike,standard,west,cold,0.7778534923339012,0.9568065506653017,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,delivered,3,0.7846589825257836
6360.0,fedex,cosmetics,ev van,express,south,clear,0.4684838160136286,0.2374616171954964,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000004,yes,failed,1,0.4532325881758679
6361.0,shadowfax,groceries,truck,express,south,foggy,0.6770017035775129,0.2644831115660184,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000006,no,delivered,5,0.6548911904936016
6362.0,ecom express,pharmacy,truck,express,central,foggy,0.13321976149914824,0.9054247697031729,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000002,yes,delayed,3,0.19682636879452187
6363.0,xpressbees,electronics,truck,standard,west,rainy,0.3635434412265758,0.969293756397134,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,delivered,3,0.39028746695299804
6364.0,ekart,groceries,bike,express,east,stormy,0.6013628620102215,0.7520982599795291,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000005,yes,failed,1,0.6291666417271697
6365.0,amazon logistics,furniture,ev van,standard,central,rainy,0.16763202725724022,0.2163766632548618,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000024,no,delivered,4,0.13145452610228456
6366.0,fedex,electronics,scooter,two day,north,foggy,0.8275979557069847,0.5007164790174001,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000016,no,delivered,5,0.7886666512258651
6367.0,amazon logistics,electronics,van,express,west,hot,0.37614991482112436,0.8483111566018423,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000004,yes,delayed,3,0.42331820395026015
6368.0,blue dart,fragile items,ev van,standard,east,cold,0.9260647359454854,0.6024564994882292,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000024,no,delivered,5,0.8923780907518359
6369.0,delhivery,clothing,bike,express,east,clear,0.8333901192504259,0.21760491299897647,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000006,yes,delayed,2,0.7997332818408627
6370.0,delhivery,clothing,van,same day,west,foggy,0.2664395229982964,0.02538382804503582,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,delivered,5,0.27264027035628957
6371.0,ecom express,pharmacy,truck,same day,south,clear,0.0006814310051107327,0.39324462640736946,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000008,no,delivered,5,0.05398160584161952
6372.0,delhivery,documents,scooter,express,central,clear,0.05928449744463373,0.8051177072671443,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000002,yes,delayed,2,0.11667299479289331
6373.0,ecom express,automobile parts,ev bike,same day,north,clear,0.07223168654173764,0.022517911975434998,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000008,no,delivered,3,0.08694728328206205
6374.0,xpressbees,automobile parts,truck,standard,east,hot,0.2882453151618399,0.3584442169907881,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000024,no,delivered,5,0.2601553414026268
6375.0,blue dart,fragile items,scooter,standard,east,stormy,0.012606473594548553,0.800818833162743,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,delivered,5,0.03916754475381854
6376.0,amazon logistics,documents,scooter,express,central,rainy,0.46609880749574106,0.7246673490276355,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000004,yes,delayed,2,0.497408027256311
6377.0,blue dart,fragile items,scooter,same day,west,foggy,0.5853492333901194,0.005936540429887409,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,delivered,5,0.5752647989022109
6378.0,blue dart,documents,ev bike,same day,south,hot,0.7890971039182283,0.6583418628454452,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,delivered,4,0.8319963160676546
6379.0,shadowfax,documents,truck,express,east,rainy,0.8984667802385009,0.029477993858751272,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000007,yes,delayed,3,0.8439282387883514
6380.0,ekart,automobile parts,ev bike,same day,south,foggy,0.018398637137989778,0.8296827021494371,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000008,no,delivered,4,0.11250918315644509
6381.0,ekart,cosmetics,ev bike,standard,north,clear,0.9935264054514481,0.0,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,delivered,5,0.8990141655474253
6382.0,blue dart,electronics,ev bike,express,east,rainy,0.5741056218057922,0.06345957011258956,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000005,yes,delayed,3,0.5374847142571251
6383.0,shadowfax,fragile items,ev van,same day,north,rainy,0.6551959114139694,0.44237461617195495,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000008,yes,delayed,3,0.6835629371839568
6384.0,delhivery,clothing,truck,two day,west,clear,0.22044293015332198,0.07082906857727737,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000016,no,delivered,4,0.16799847916779978
6385.0,ekart,cosmetics,van,standard,central,hot,0.47495741056218055,0.7535312180143294,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000024,no,delivered,5,0.47608801048655963
6386.0,fedex,groceries,ev bike,express,north,hot,0.3417376490630324,0.7510747185261002,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000004,no,delivered,5,0.3811921409096315
6387.0,fedex,electronics,ev van,two day,central,stormy,0.40238500851788755,0.009416581371545543,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,delivered,3,0.3358521357621193
6388.0,xpressbees,fragile items,scooter,two day,north,rainy,0.36456558773424186,0.47901740020470823,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,delivered,5,0.34451806873047724
6389.0,blue dart,cosmetics,van,express,east,clear,0.15843270868824533,0.2390992835209826,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000003,no,delivered,3,0.15736774758349287
6390.0,shadowfax,fragile items,ev van,standard,west,cold,0.3267461669505962,0.6157625383828045,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,delivered,4,0.3214479498822812
6391.0,xpressbees,pharmacy,truck,same day,west,foggy,0.7444633730834753,0.09785056294779938,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000008,yes,delayed,2,0.7359423863793392
6392.0,dhl,cosmetics,bike,same day,south,stormy,0.2678023850085179,0.898055271238485,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000008,yes,delayed,3,0.3571461287091429
6393.0,ekart,automobile parts,van,express,north,stormy,0.7475298126064737,0.618833162743091,1970-01-01 00:00:00.000000014,1970-01-01 00:00:00.000000006,yes,delayed,3,0.7560132596581561
6394.0,fedex,automobile parts,scooter,express,west,hot,0.46507666098807493,0.9993858751279426,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000004,yes,delayed,2,0.5226251114795505
6395.0,shadowfax,pharmacy,van,same day,east,foggy,0.9819420783645657,0.1226202661207779,1970-01-01 00:00:00.000000013,1970-01-01 00:00:00.000000008,yes,delayed,3,0.9650366038078577
6396.0,delhivery,electronics,ev van,same day,south,stormy,0.35877342419080066,0.05240532241555782,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,yes,delayed,2,0.3633723282967694
6397.0,shadowfax,groceries,ev van,express,east,hot,0.9730834752981261,0.20081883316274307,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000007,yes,delayed,3,0.9315049082230855
6398.0,blue dart,pharmacy,ev van,two day,east,cold,0.04224872231686542,0.9768679631525076,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000016,no,delivered,3,0.0842538176297346
6399.0,shadowfax,electronics,ev bike,two day,east,hot,0.09131175468483815,0.6669396110542476,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000016,no,delivered,4,0.1015466478323587
6400.0,ecom express,clothing,truck,same day,east,rainy,0.25587734241908006,0.01248720573183214,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,delivered,5,0.2613264134253778
6401.0,fedex,groceries,truck,two day,east,rainy,0.8896081771720613,0.8878198567041964,1970-01-01 00:00:00.000000013,1970-01-01 00:00:00.000000016,no,delivered,3,0.8847791345153179
6402.0,xpressbees,automobile parts,van,express,central,foggy,0.7379897785349233,0.5957011258955988,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000006,yes,delayed,2,0.7446994027272444
6403.0,ekart,documents,bike,standard,central,hot,0.2701873935264055,0.1825997952917093,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000024,no,delivered,4,0.22614871105307216
6404.0,ecom express,automobile parts,bike,same day,north,cold,0.0,0.3893551688843398,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000008,no,delivered,4,0.05165897966316325
6405.0,amazon logistics,fragile items,truck,same day,west,foggy,0.8265758091993186,0.7299897645854656,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,5,0.8746103257844294
6406.0,ecom express,documents,truck,express,south,rainy,0.8603066439522999,0.5967246673490276,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000007,yes,delayed,2,0.8615788965534829
6407.0,xpressbees,documents,scooter,express,north,stormy,0.2565587734241908,0.1647901740020471,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000003,yes,delayed,3,0.24396852366593424
6408.0,shadowfax,fragile items,bike,standard,north,stormy,0.01533219761499148,0.03848515864892527,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,4,0.0
6409.0,fedex,cosmetics,bike,standard,west,clear,0.9802385008517889,0.24503582395086998,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,delivered,5,0.9100222425612854
6410.0,ecom express,pharmacy,scooter,same day,central,cold,0.3703577512776831,0.6696008188331627,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,delivered,4,0.4332788220993261
6411.0,amazon logistics,automobile parts,ev van,standard,west,cold,0.22282793867120956,0.2268167860798362,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000024,no,delivered,3,0.18514817834542097
6412.0,dhl,electronics,van,two day,north,cold,0.9764906303236798,0.27512794268167856,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,delivered,4,0.9093130933919527
6413.0,delhivery,groceries,ev van,express,south,stormy,0.7475298126064737,0.7979529170931422,1970-01-01 00:00:00.000000013,1970-01-01 00:00:00.000000006,yes,delayed,2,0.7730913933232759
6414.0,delhivery,pharmacy,ev van,standard,central,hot,0.161839863713799,0.9895598771750255,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000024,no,delivered,5,0.19964344760480635
6415.0,ekart,electronics,ev van,same day,west,clear,0.4575809199318569,0.07553735926305016,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000008,no,delivered,4,0.45991420466123095
6416.0,delhivery,automobile parts,ev van,same day,east,clear,0.4207836456558773,0.8088024564994881,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000008,no,delivered,5,0.49469504373693757
6417.0,blue dart,pharmacy,scooter,standard,north,clear,0.39011925042589435,0.5398157625383827,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000024,no,delivered,4,0.3747122090504089
6418.0,delhivery,documents,ev van,two day,west,stormy,0.6780238500851788,0.4816786079836233,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000016,no,delivered,5,0.6440457623717902
6419.0,ecom express,documents,ev van,same day,central,foggy,0.12299829642248725,0.23418628454452403,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000008,no,delivered,4,0.15559812763800235
6420.0,delhivery,electronics,ev bike,same day,south,hot,0.44020442930153325,0.9999999999999999,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,delivered,5,0.532384045002476
6421.0,shadowfax,pharmacy,scooter,standard,central,rainy,0.540374787052811,0.21719549641760488,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,delivered,5,0.4874083733731532
6422.0,dhl,automobile parts,scooter,express,east,rainy,0.6255536626916525,0.9965199590583419,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000005,yes,delayed,2,0.6755671176508398
6423.0,blue dart,electronics,truck,two day,north,foggy,0.14412265758091994,0.7117707267144319,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000016,no,delivered,5,0.15624221725051546
6424.0,xpressbees,groceries,bike,standard,central,hot,0.838160136286201,0.8503582395087,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000024,no,delivered,4,0.8320873994472019
6425.0,ecom express,pharmacy,ev bike,two day,north,rainy,0.55809199318569,0.3383828045035823,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000016,no,delivered,5,0.515878435437368
6426.0,amazon logistics,groceries,van,standard,north,cold,0.9676320272572403,0.4528147389969293,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000024,no,delivered,5,0.9177968596012159
6427.0,ecom express,pharmacy,bike,same day,east,rainy,0.3652470187393526,0.8433981576253837,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,delivered,5,0.444970024459791
6428.0,shadowfax,cosmetics,scooter,express,west,stormy,0.9233390119250428,0.9215967246673489,1970-01-01 00:00:00.000000013,1970-01-01 00:00:00.000000007,yes,delayed,3,0.9527338416132896
6429.0,xpressbees,automobile parts,van,standard,west,rainy,0.0899488926746167,0.3232343909928352,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,delivered,5,0.0674749579259846
6430.0,blue dart,pharmacy,truck,same day,central,foggy,0.9802385008517889,0.40777891504605934,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000008,yes,delayed,3,0.9905985036822407
6431.0,amazon logistics,cosmetics,truck,express,east,stormy,0.7826235093696764,0.054452405322415555,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000006,yes,failed,2,0.7357081719747891
6432.0,xpressbees,documents,van,express,north,hot,0.43373083475298124,0.7303991811668372,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000004,yes,delayed,3,0.4670512380443305
6433.0,ekart,clothing,truck,standard,east,cold,0.06848381601362863,0.7547594677584442,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000024,no,delivered,4,0.0881248612604951
6434.0,dhl,electronics,ev van,express,central,rainy,0.8115843270868826,0.7418628454452404,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000006,yes,failed,1,0.8288994811630461
6435.0,shadowfax,electronics,van,standard,north,hot,0.4207836456558773,0.10235414534288638,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,delivered,5,0.36227932774220173
6436.0,delhivery,fragile items,van,same day,south,hot,0.6361158432708689,0.015353121801432954,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000008,no,delivered,5,0.6246319906168504
6437.0,amazon logistics,electronics,bike,standard,west,hot,0.438160136286201,0.7230296827021494,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,delivered,5,0.4380476876141958
6438.0,ekart,furniture,van,standard,south,stormy,0.2221465076660988,0.17850562947799387,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000024,no,delivered,3,0.17989136615440507
6439.0,delhivery,pharmacy,scooter,same day,east,rainy,0.07155025553662692,0.5432958034800409,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000008,no,delivered,5,0.13595014147851225
6440.0,ekart,cosmetics,ev bike,same day,north,stormy,0.9976149914821124,0.41453428863868985,1970-01-01 00:00:00.000000013,1970-01-01 00:00:00.000000008,yes,delayed,3,1.0
6441.0,amazon logistics,electronics,bike,express,north,foggy,0.2504258943781942,0.4722620266120777,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000003,yes,delayed,2,0.2674289998550473
6442.0,ekart,fragile items,truck,same day,west,foggy,0.45076660988074957,0.6992835209825997,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,yes,failed,1,0.5128791898679889
6443.0,fedex,groceries,ev bike,two day,west,rainy,0.5727427597955707,0.9029682702149436,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,delivered,5,0.5836965174660187
6444.0,amazon logistics,electronics,scooter,same day,north,foggy,0.7863713798977854,0.586489252814739,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,yes,delayed,3,0.8225431624617806
6445.0,delhivery,clothing,bike,two day,east,stormy,0.2701873935264055,0.7418628454452404,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,delivered,5,0.2794715238223374
6446.0,xpressbees,fragile items,ev bike,express,east,clear,0.7724020442930154,0.9932446264073694,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000006,yes,delayed,3,0.8154581767241367
6447.0,ekart,automobile parts,truck,express,south,foggy,0.11856899488926748,0.39959058341862846,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000002,yes,delayed,2,0.13460991460803048
6448.0,xpressbees,cosmetics,truck,express,west,stormy,0.8238500851788757,0.7013306038894574,1970-01-01 00:00:00.000000014,1970-01-01 00:00:00.000000006,yes,delayed,3,0.8367456637154783
6449.0,blue dart,groceries,ev van,express,west,foggy,0.9120954003407156,0.5856704196519958,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000007,yes,delayed,2,0.9099701949158296
6450.0,blue dart,automobile parts,bike,same day,north,cold,0.9114139693356049,0.049129989764585456,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,5,0.8906930482302108
6451.0,amazon logistics,documents,scooter,standard,central,cold,0.03475298126064736,0.18239508700102353,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000024,no,delivered,3,0.0013484243746410343
6452.0,amazon logistics,documents,van,two day,south,foggy,0.49846678023850083,0.46202661207778906,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,delivered,4,0.4707401149159964
6453.0,ecom express,cosmetics,truck,standard,east,cold,0.8977853492333903,0.3975435005117707,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000024,no,delivered,4,0.8458409897588449
